Bldg City,Bldg State,Bldg Status,Property Type,Total Parking Spaces,Owned/Leased
DOVER,DE,ACTIVE,BUILDING,18,LEASED
DOVER,DE,ACTIVE,BUILDING,90,LEASED
WILMINGTON,DE,ACTIVE,BUILDING,30,LEASED
NEW CASTLE,DE,ACTIVE,BUILDING,150,LEASED
GEORGETOWN,DE,ACTIVE,BUILDING,0,LEASED
NEWARK,DE,ACTIVE,BUILDING,13,LEASED
WILMINGTON,DE,ACTIVE,BUILDING,10,LEASED
WILMINGTON,DE,ACTIVE,BUILDING,45,LEASED
WILMINGTON,DE,ACTIVE,BUILDING,0,LEASED
ROCKLAND,DE,ACTIVE,BUILDING,0,LEASED
WILMINGTON,DE,ACTIVE,BUILDING,0,LEASED
WILMINGTON,DE,ACTIVE,BUILDING,0,LEASED
DOVER,DE,ACTIVE,BUILDING,0,LEASED
DOVER,DE,ACTIVE,BUILDING,0,LEASED
DOVER,DE,ACTIVE,BUILDING,0,LEASED
DOVER,DE,ACTIVE,BUILDING,0,LEASED
CAMDEN,DE,ACTIVE,BUILDING,0,LEASED
DOVER,DE,ACTIVE,BUILDING,14,LEASED
LEWES,DE,ACTIVE,BUILDING,0,LEASED
WILMINGTON,DE,ACTIVE,BUILDING,0,LEASED
DOVER,DE,ACTIVE,BUILDING,9,LEASED
BALTIMORE,MD,EXCESS,BUILDING,0,OWNED
BALTIMORE,MD,ACTIVE,BUILDING,121,OWNED
SALISBURY,MD,ACTIVE,BUILDING,6,OWNED
BALTIMORE,MD,ACTIVE,BUILDING,285,OWNED
BALTIMORE,MD,EXCESS,BUILDING,518,OWNED
WOODLAWN,MD,ACTIVE,BUILDING,0,OWNED
ANNAPOLIS,MD,ACTIVE,BUILDING,10,LEASED
HANOVER,MD,ACTIVE,BUILDING,12,LEASED
ANNAPOLIS,MD,ACTIVE,BUILDING,15,LEASED
CATONSVILLE,MD,ACTIVE,BUILDING,0,LEASED
BALTIMORE,MD,ACTIVE,BUILDING,17,LEASED
ANNAPOLIS,MD,ACTIVE,BUILDING,0,LEASED
BALTIMORE,MD,ACTIVE,BUILDING,129,LEASED
WOODLAWN,MD,ACTIVE,BUILDING,1894,OWNED
WOODLAWN,MD,ACTIVE,BUILDING,3,LEASED
BALTIMORE,MD,ACTIVE,BUILDING,89,LEASED
LINTHICUM HEIGHTS,MD,ACTIVE,BUILDING,14,LEASED
BALTIMORE,MD,ACTIVE,BUILDING,0,LEASED
BALTIMORE,MD,ACTIVE,BUILDING,43,LEASED
SALISBURY,MD,ACTIVE,BUILDING,4,LEASED
FREDERICK,MD,ACTIVE,BUILDING,0,LEASED
BALTIMORE,MD,ACTIVE,BUILDING,0,LEASED
HAGERSTOWN,MD,ACTIVE,BUILDING,0,LEASED
JESSUP,MD,ACTIVE,BUILDING,0,LEASED
BALTIMORE,MD,ACTIVE,BUILDING,10,LEASED
WOODLAWN,MD,ACTIVE,BUILDING,338,OWNED
WOODLAWN,MD,ACTIVE,BUILDING,0,OWNED
WOODLAWN,MD,ACTIVE,BUILDING,729,OWNED
BALTIMORE,MD,ACTIVE,BUILDING,4,LEASED
LINTHICUM HEIGHTS,MD,ACTIVE,BUILDING,55,LEASED
SALISBURY,MD,ACTIVE,BUILDING,6,LEASED
COLUMBIA,MD,ACTIVE,BUILDING,4,LEASED
TOWSON,MD,ACTIVE,BUILDING,0,LEASED
FREDERICK,MD,ACTIVE,BUILDING,30,LEASED
SALISBURY,MD,ACTIVE,BUILDING,6,LEASED
OWINGS MILLS,MD,ACTIVE,BUILDING,0,LEASED
BALTIMORE,MD,ACTIVE,BUILDING,0,LEASED
FREDERICK,MD,ACTIVE,BUILDING,0,LEASED
COLUMBIA,MD,ACTIVE,BUILDING,0,LEASED
BALTIMORE,MD,ACTIVE,BUILDING,12,LEASED
CAMBRIDGE,MD,ACTIVE,BUILDING,6,LEASED
ABINGDON,MD,ACTIVE,BUILDING,5,LEASED
ANNAPOLIS,MD,ACTIVE,BUILDING,0,LEASED
WOODLAWN,MD,ACTIVE,BUILDING,0,LEASED
WOODLAWN,MD,ACTIVE,BUILDING,0,OWNED
BALTIMORE,MD,ACTIVE,BUILDING,552,LEASED
BALTIMORE,MD,ACTIVE,BUILDING,80,LEASED
BALTIMORE,MD,ACTIVE,BUILDING,0,LEASED
WOODLAWN,MD,ACTIVE,BUILDING,318,OWNED
WOODLAWN,MD,ACTIVE,BUILDING,0,OWNED
WOODLAWN,MD,ACTIVE,BUILDING,5865,OWNED
WOODLAWN,MD,ACTIVE,BUILDING,0,OWNED
WOODLAWN,MD,ACTIVE,BUILDING,0,OWNED
WOODLAWN,MD,ACTIVE,BUILDING,87,OWNED
WOODLAWN,MD,ACTIVE,BUILDING,0,OWNED
WOODLAWN,MD,ACTIVE,BUILDING,0,OWNED
WOODLAWN,MD,ACTIVE,BUILDING,630,OWNED
CURTIS BAY,MD,DECOMMISSIONED,BUILDING,0,OWNED
CURTIS BAY,MD,EXCESS,BUILDING,0,OWNED
CURTIS BAY,MD,EXCESS,BUILDING,0,OWNED
CURTIS BAY,MD,EXCESS,BUILDING,0,OWNED
CURTIS BAY,MD,EXCESS,BUILDING,0,OWNED
CURTIS BAY,MD,EXCESS,BUILDING,0,OWNED
CURTIS BAY,MD,EXCESS,BUILDING,0,OWNED
CURTIS BAY,MD,EXCESS,BUILDING,0,OWNED
CURTIS BAY,MD,EXCESS,BUILDING,0,OWNED
CURTIS BAY,MD,EXCESS,BUILDING,0,OWNED
CURTIS BAY,MD,DECOMMISSIONED,BUILDING,0,OWNED
CURTIS BAY,MD,EXCESS,BUILDING,0,OWNED
LINTHICUM HEIGHTS,MD,ACTIVE,BUILDING,14,LEASED
HAGERSTOWN,MD,ACTIVE,BUILDING,16,LEASED
CALIFORNIA,MD,ACTIVE,BUILDING,100,LEASED
OWINGS MILLS,MD,ACTIVE,BUILDING,9,LEASED
LINTHICUM HEIGHTS,MD,ACTIVE,BUILDING,137,LEASED
WOODLAWN,MD,ACTIVE,BUILDING,520,LEASED
ANNAPOLIS,MD,ACTIVE,BUILDING,0,LEASED
WOODLAWN,MD,ACTIVE,BUILDING,438,LEASED
HANOVER,MD,ACTIVE,BUILDING,2,LEASED
HAGERSTOWN,MD,ACTIVE,BUILDING,0,LEASED
SALISBURY,MD,ACTIVE,BUILDING,0,LEASED
BALTIMORE,MD,ACTIVE,BUILDING,15,LEASED
GLEN BURNIE,MD,ACTIVE,BUILDING,4,LEASED
GLEN BURNIE,MD,ACTIVE,BUILDING,0,LEASED
BALTIMORE,MD,ACTIVE,BUILDING,0,LEASED
BALTIMORE,MD,ACTIVE,BUILDING,20,LEASED
BALTIMORE,MD,ACTIVE,STRUCTURE,9,LEASED
SALISBURY,MD,ACTIVE,BUILDING,0,LEASED
WALDORF,MD,ACTIVE,BUILDING,1,LEASED
HAGERSTOWN,MD,ACTIVE,BUILDING,0,LEASED
BALTIMORE,MD,ACTIVE,BUILDING,38,LEASED
WOODLAWN,MD,ACTIVE,BUILDING,293,LEASED
PERRYVILLE,MD,ACTIVE,BUILDING,0,LEASED
LINTHICUM HEIGHTS,MD,ACTIVE,BUILDING,0,LEASED
WILLIAMSPORT,MD,ACTIVE,BUILDING,0,LEASED
HANOVER,MD,ACTIVE,BUILDING,0,LEASED
BALTIMORE,MD,ACTIVE,STRUCTURE,66,LEASED
LA VALE,MD,ACTIVE,BUILDING,0,LEASED
FREDERICK,MD,ACTIVE,BUILDING,100,LEASED
BALTIMORE,MD,ACTIVE,BUILDING,0,LEASED
ANNAPOLIS JUNC,MD,ACTIVE,BUILDING,0,LEASED
BALTIMORE,MD,ACTIVE,BUILDING,12,LEASED
FREDERICK,MD,ACTIVE,BUILDING,40,LEASED
CUMBERLAND,MD,ACTIVE,BUILDING,0,LEASED
MCHENRY,MD,ACTIVE,BUILDING,10,LEASED
HAGERSTOWN,MD,ACTIVE,BUILDING,40,LEASED
WHITE MARSH,MD,ACTIVE,BUILDING,0,LEASED
ELKTON,MD,ACTIVE,BUILDING,0,LEASED
FREDERICK,MD,ACTIVE,BUILDING,10,LEASED
FREDERICK,MD,ACTIVE,BUILDING,0,LEASED
HAGERSTOWN,MD,ACTIVE,BUILDING,25,LEASED
WINDSOR MILL,MD,ACTIVE,BUILDING,34,LEASED
TOWSON,MD,ACTIVE,BUILDING,27,LEASED
FREDERICK,MD,ACTIVE,BUILDING,194,LEASED
SALISBURY,MD,ACTIVE,BUILDING,3,LEASED
BEL AIR,MD,ACTIVE,BUILDING,4,LEASED
ANNAPOLIS,MD,ACTIVE,BUILDING,20,LEASED
CHARLOTTE HALL,MD,ACTIVE,BUILDING,30,LEASED
HAGERSTOWN,MD,ACTIVE,BUILDING,0,LEASED
BALTIMORE,MD,ACTIVE,BUILDING,1076,LEASED
ABERDEEN,MD,ACTIVE,BUILDING,0,LEASED
FREDERICK,MD,ACTIVE,BUILDING,125,LEASED
HAGERSTOWN,MD,ACTIVE,BUILDING,6,LEASED
ABERDEEN,MD,ACTIVE,BUILDING,6,LEASED
CUMBERLAND,MD,ACTIVE,BUILDING,0,LEASED
BALTIMORE,MD,ACTIVE,STRUCTURE,135,LEASED
BALTIMORE,MD,ACTIVE,BUILDING,385,LEASED
BALTIMORE,MD,ACTIVE,BUILDING,320,LEASED
ABERDEEN,MD,ACTIVE,BUILDING,0,LEASED
BALTIMORE,MD,ACTIVE,BUILDING,8,LEASED
HANOVER,MD,ACTIVE,BUILDING,43,LEASED
LAUREL ACRES,MD,ACTIVE,BUILDING,0,LEASED
NORTH EAST,MD,ACTIVE,BUILDING,0,LEASED
WESTMINSTER,MD,ACTIVE,BUILDING,24,LEASED
BALTIMORE,MD,ACTIVE,BUILDING,7,LEASED
FREDERICK,MD,ACTIVE,BUILDING,197,OWNED
BALTIMORE,MD,ACTIVE,BUILDING,4,LEASED
TOWSON,MD,ACTIVE,BUILDING,4,LEASED
BALTIMORE,MD,ACTIVE,BUILDING,125,LEASED
FREDERICK,MD,ACTIVE,BUILDING,0,OWNED
FREDERICK,MD,ACTIVE,BUILDING,4,OWNED
FREDERICK,MD,ACTIVE,BUILDING,0,OWNED
FREDERICK,MD,ACTIVE,BUILDING,25,LEASED
CUMBERLAND,MD,ACTIVE,BUILDING,0,LEASED
BALTIMORE,MD,ACTIVE,BUILDING,0,LEASED
ODENTON,MD,ACTIVE,BUILDING,0,LEASED
COLUMBIA,MD,ACTIVE,BUILDING,0,LEASED
SALISBURY,MD,ACTIVE,BUILDING,22,LEASED
SEABROOK,MD,ACTIVE,BUILDING,0,LEASED
SUITLAND,MD,ACTIVE,BUILDING,0,LEASED
ROCKVILLE,MD,ACTIVE,BUILDING,0,LEASED
SILVER SPRING,MD,ACTIVE,BUILDING,0,LEASED
WILLIAMSPORT,MD,ACTIVE,BUILDING,20,LEASED
WOODLAWN,MD,ACTIVE,BUILDING,2132,LEASED
FRIENDSHIP AIRPORT,MD,ACTIVE,BUILDING,0,LEASED
BALTIMORE,MD,ACTIVE,BUILDING,0,LEASED
BALTIMORE,MD,ACTIVE,BUILDING,114,OWNED
ANNAPOLIS,MD,ACTIVE,BUILDING,125,LEASED
CAMDEN,NJ,ACTIVE,BUILDING,15,OWNED
TRENTON,NJ,ACTIVE,BUILDING,16,OWNED
BRIDGETON,NJ,ACTIVE,BUILDING,26,OWNED
SOMERVILLE,NJ,EXCESS,BUILDING,14,OWNED
SOMERVILLE,NJ,EXCESS,BUILDING,0,OWNED
SOMERVILLE,NJ,EXCESS,BUILDING,0,OWNED
SOMERVILLE,NJ,EXCESS,BUILDING,0,OWNED
SOMERVILLE,NJ,EXCESS,BUILDING,0,OWNED
SOMERVILLE,NJ,EXCESS,BUILDING,0,OWNED
SOMERVILLE,NJ,EXCESS,BUILDING,0,OWNED
SOMERVILLE,NJ,EXCESS,BUILDING,0,OWNED
SOMERVILLE,NJ,EXCESS,BUILDING,0,OWNED
BELLE-MEAD,NJ,ACTIVE,BUILDING,247,OWNED
EWING,NJ,ACTIVE,BUILDING,0,LEASED
LAWRENCEVILLE,NJ,ACTIVE,BUILDING,0,LEASED
MARLTON,NJ,ACTIVE,BUILDING,0,LEASED
BURLINGTON,NJ,ACTIVE,BUILDING,363,LEASED
TRENTON,NJ,ACTIVE,BUILDING,76,OWNED
CAMDEN,NJ,ACTIVE,BUILDING,31,OWNED
TRENTON,NJ,ACTIVE,BUILDING,17,LEASED
PLEASANTVILLE,NJ,ACTIVE,BUILDING,0,LEASED
CAMDEN,NJ,ACTIVE,BUILDING,0,LEASED
CHERRY HILL,NJ,ACTIVE,BUILDING,0,LEASED
SOMERSET,NJ,ACTIVE,BUILDING,40,LEASED
NORTHFIELD,NJ,ACTIVE,BUILDING,0,LEASED
MARLTON,NJ,ACTIVE,BUILDING,0,LEASED
TRENTON,NJ,ACTIVE,BUILDING,0,LEASED
CHERRY HILL,NJ,ACTIVE,BUILDING,0,LEASED
EWING,NJ,ACTIVE,BUILDING,10,LEASED
VENTNOR CITY,NJ,ACTIVE,BUILDING,0,LEASED
TRENTON,NJ,ACTIVE,BUILDING,14,LEASED
TRENTON,NJ,ACTIVE,BUILDING,4,LEASED
BURLINGTON,NJ,ACTIVE,BUILDING,0,LEASED
MOUNT HOLLY,NJ,ACTIVE,BUILDING,0,LEASED
TOMS RIVER,NJ,ACTIVE,BUILDING,0,LEASED
SOMERVILLE,NJ,ACTIVE,BUILDING,0,LEASED
NORTHFIELD,NJ,ACTIVE,BUILDING,11,LEASED
HAMILTON SQUARE,NJ,ACTIVE,BUILDING,0,LEASED
BRICK TOWN,NJ,ACTIVE,BUILDING,0,LEASED
EGG HARBOR TOWNSHIP,NJ,ACTIVE,BUILDING,59,LEASED
CHERRY HILL,NJ,ACTIVE,BUILDING,0,LEASED
SOMERSET,NJ,ACTIVE,BUILDING,10,LEASED
MOUNT LAUREL,NJ,ACTIVE,BUILDING,3,LEASED
LAWRENCEVILLE,NJ,ACTIVE,BUILDING,2,LEASED
CHERRY HILL,NJ,ACTIVE,BUILDING,20,LEASED
RIO GRANDE,NJ,ACTIVE,BUILDING,0,LEASED
NORTHFIELD,NJ,ACTIVE,BUILDING,60,LEASED
EGG HARBOR CITY,NJ,ACTIVE,BUILDING,0,LEASED
MAPLE SHADE,NJ,ACTIVE,BUILDING,45,LEASED
VOORHEES,NJ,ACTIVE,BUILDING,8,LEASED
NEWTON,NJ,ACTIVE,BUILDING,28,LEASED
TRENTON,NJ,ACTIVE,BUILDING,0,LEASED
MILLVILLE,NJ,ACTIVE,BUILDING,1,LEASED
HAMILTON SQUARE,NJ,ACTIVE,BUILDING,32,LEASED
MOUNT LAUREL,NJ,ACTIVE,BUILDING,70,LEASED
CAMDEN,NJ,ACTIVE,STRUCTURE,26,LEASED
CAMDEN,NJ,ACTIVE,BUILDING,20,LEASED
LINWOOD,NJ,ACTIVE,BUILDING,2,LEASED
WOODBURY,NJ,ACTIVE,BUILDING,0,LEASED
MARLTON,NJ,ACTIVE,BUILDING,0,LEASED
PENNSAUKEN,NJ,ACTIVE,BUILDING,0,LEASED
MOUNT LAUREL,NJ,ACTIVE,BUILDING,3,LEASED
TRENTON,NJ,ACTIVE,BUILDING,11,LEASED
EGG HARBOR TOWNSHIP,NJ,ACTIVE,BUILDING,8,LEASED
LAWRENCEVILLE,NJ,ACTIVE,BUILDING,0,LEASED
GLASSBORO,NJ,ACTIVE,BUILDING,0,LEASED
EGG HARBOR TOWNSHIP,NJ,ACTIVE,BUILDING,4,LEASED
LAWRENCEVILLE,NJ,ACTIVE,BUILDING,45,LEASED
EWING,NJ,ACTIVE,BUILDING,4,LEASED
ROBBINSVILLE,NJ,ACTIVE,BUILDING,10,LEASED
CHERRY HILL,NJ,ACTIVE,BUILDING,13,LEASED
GALLOWAY TWP,NJ,ACTIVE,BUILDING,7,LEASED
MAYS LANDING,NJ,ACTIVE,BUILDING,0,LEASED
ERIE,PA,ACTIVE,BUILDING,0,OWNED
PHILADELPHIA,PA,ACTIVE,BUILDING,26,OWNED
PHILADELPHIA,PA,ACTIVE,BUILDING,103,OWNED
PITTSBURGH,PA,ACTIVE,BUILDING,199,OWNED
SCRANTON,PA,ACTIVE,BUILDING,18,OWNED
PITTSBURGH,PA,ACTIVE,BUILDING,51,OWNED
WILLIAMSPORT,PA,ACTIVE,BUILDING,22,OWNED
LANGHORNE,PA,ACTIVE,BUILDING,3,LEASED
CHAMBERSBURG,PA,ACTIVE,BUILDING,24,OWNED
GREENSBURG,PA,ACTIVE,BUILDING,34,OWNED
HARRISBURG,PA,ACTIVE,BUILDING,55,OWNED
HAZLETON,PA,ACTIVE,BUILDING,25,OWNED
PHILADELPHIA,PA,ACTIVE,BUILDING,191,OWNED
PHILADELPHIA,PA,ACTIVE,BUILDING,166,OWNED
PITTSBURGH,PA,ACTIVE,BUILDING,28,OWNED
ALTOONA,PA,ACTIVE,BUILDING,0,LEASED
HARRISBURG,PA,ACTIVE,BUILDING,0,LEASED
JOHNSTOWN,PA,ACTIVE,BUILDING,18,LEASED
PITTSBURGH,PA,ACTIVE,BUILDING,7,LEASED
MECHANICSBURG,PA,ACTIVE,BUILDING,0,LEASED
WYOMISSING,PA,ACTIVE,BUILDING,0,LEASED
PHILADELPHIA,PA,ACTIVE,BUILDING,1,LEASED
PITTSBURGH,PA,ACTIVE,BUILDING,137,LEASED
ERIE,PA,ACTIVE,BUILDING,2,LEASED
GREENSBURG,PA,ACTIVE,BUILDING,0,LEASED
READING,PA,ACTIVE,BUILDING,20,LEASED
KING OF PRUSSIA,PA,ACTIVE,BUILDING,0,LEASED
INDIANA,PA,ACTIVE,BUILDING,35,LEASED
WILKES BARRE,PA,ACTIVE,BUILDING,825,OWNED
PHILADELPHIA,PA,ACTIVE,BUILDING,17,LEASED
NEWTOWN SQUARE,PA,ACTIVE,BUILDING,32,LEASED
CARLISLE,PA,ACTIVE,BUILDING,3,LEASED
ERIE,PA,ACTIVE,BUILDING,25,LEASED
CORAOPOLIS,PA,ACTIVE,BUILDING,46,LEASED
SCRANTON,PA,ACTIVE,BUILDING,0,LEASED
PHILADELPHIA,PA,ACTIVE,BUILDING,1155,OWNED
PITTSBURGH,PA,ACTIVE,BUILDING,33,LEASED
PHILADELPHIA,PA,ACTIVE,BUILDING,41,LEASED
FORT WASHINGTON,PA,ACTIVE,BUILDING,9,LEASED
EASTON,PA,ACTIVE,BUILDING,4,LEASED
MEDIA,PA,ACTIVE,BUILDING,21,LEASED
MOUNT LEBANON,PA,ACTIVE,BUILDING,0,LEASED
KITTANNING,PA,ACTIVE,BUILDING,16,LEASED
JENKINTOWN,PA,ACTIVE,BUILDING,0,LEASED
PHILADELPHIA,PA,ACTIVE,BUILDING,27,LEASED
ERIE,PA,ACTIVE,BUILDING,4,LEASED
CORAOPOLIS,PA,ACTIVE,BUILDING,3,LEASED
PHILADELPHIA,PA,ACTIVE,BUILDING,0,LEASED
SCRANTON,PA,ACTIVE,BUILDING,2,LEASED
PHILADELPHIA,PA,ACTIVE,BUILDING,0,LEASED
WILLIAMSPORT,PA,ACTIVE,BUILDING,3,LEASED
PHILADELPHIA,PA,ACTIVE,BUILDING,146,LEASED
PHILADELPHIA,PA,ACTIVE,BUILDING,61,LEASED
MEDIA,PA,ACTIVE,BUILDING,0,LEASED
PHILADELPHIA,PA,ACTIVE,BUILDING,90,LEASED
ALLENTOWN,PA,ACTIVE,BUILDING,9,OWNED
WILKES BARRE,PA,ACTIVE,BUILDING,0,OWNED
PHILADELPHIA,PA,ACTIVE,BUILDING,0,LEASED
SCRANTON,PA,ACTIVE,BUILDING,16,LEASED
PHILADELPHIA,PA,ACTIVE,STRUCTURE,108,LEASED
SCRANTON,PA,ACTIVE,BUILDING,49,OWNED
ERIE,PA,ACTIVE,BUILDING,13,OWNED
PHILADELPHIA,PA,ACTIVE,BUILDING,0,OWNED
PHILADELPHIA,PA,ACTIVE,BUILDING,0,OWNED
KITTANNING,PA,ACTIVE,BUILDING,0,LEASED
LEBANON,PA,ACTIVE,BUILDING,0,LEASED
ERIE,PA,ACTIVE,BUILDING,9,LEASED
WILKES BARRE,PA,ACTIVE,BUILDING,12,LEASED
WILKES BARRE,PA,ACTIVE,BUILDING,2,LEASED
TOWANDA,PA,ACTIVE,BUILDING,0,LEASED
CANONSBURG,PA,ACTIVE,BUILDING,0,LEASED
BLOOMSBURG,PA,ACTIVE,BUILDING,0,LEASED
STATE COLLEGE,PA,ACTIVE,BUILDING,0,LEASED
PHILADELPHIA,PA,ACTIVE,BUILDING,0,LEASED
ERIE,PA,ACTIVE,BUILDING,0,OWNED
PITTSBURGH,PA,ACTIVE,BUILDING,0,LEASED
HARRISBURG,PA,ACTIVE,BUILDING,0,LEASED
WILLIAMSPORT,PA,ACTIVE,BUILDING,15,LEASED
PHILADELPHIA,PA,ACTIVE,BUILDING,0,LEASED
MECHANICSBURG,PA,ACTIVE,BUILDING,20,LEASED
PITTSBURGH,PA,ACTIVE,BUILDING,11,LEASED
READING,PA,ACTIVE,BUILDING,5,LEASED
HARRISBURG,PA,ACTIVE,BUILDING,0,LEASED
ELKINS PARK,PA,ACTIVE,BUILDING,0,LEASED
PHILADELPHIA,PA,ACTIVE,BUILDING,0,LEASED
PHILADELPHIA,PA,ACTIVE,BUILDING,0,LEASED
BETHLEHEM,PA,ACTIVE,BUILDING,0,LEASED
ALTOONA,PA,ACTIVE,BUILDING,6,LEASED
UNIONTOWN,PA,ACTIVE,BUILDING,0,LEASED
PITTSBURGH,PA,ACTIVE,BUILDING,22,LEASED
PROSPERITY,PA,ACTIVE,BUILDING,0,LEASED
WILKES BARRE,PA,ACTIVE,BUILDING,20,LEASED
FORT WASHINGTON,PA,ACTIVE,BUILDING,18,LEASED
JOHNSTOWN,PA,ACTIVE,BUILDING,0,LEASED
HARRISBURG,PA,ACTIVE,BUILDING,8,LEASED
STATE COLLEGE,PA,ACTIVE,BUILDING,6,LEASED
UNIONTOWN,PA,ACTIVE,BUILDING,0,LEASED
ERIE,PA,ACTIVE,BUILDING,2,LEASED
CENTRE HALL,PA,ACTIVE,BUILDING,3,LEASED
NEWTOWN SQUARE,PA,ACTIVE,BUILDING,8,LEASED
CHESTER,PA,ACTIVE,BUILDING,0,LEASED
MECHANICSBURG,PA,ACTIVE,BUILDING,0,LEASED
PITTSBURGH,PA,ACTIVE,BUILDING,256,LEASED
CHARLEROI,PA,ACTIVE,BUILDING,15,LEASED
NEW CUMBERLAND,PA,ACTIVE,BUILDING,115,LEASED
BETHLEHEM,PA,ACTIVE,BUILDING,5,LEASED
FAIRLESS HILLS,PA,ACTIVE,BUILDING,150,LEASED
CRANBERRY TWP,PA,ACTIVE,BUILDING,2,LEASED
PITTSBURGH,PA,ACTIVE,BUILDING,21,LEASED
PHILADELPHIA,PA,ACTIVE,BUILDING,1,LEASED
AMBRIDGE,PA,ACTIVE,BUILDING,0,LEASED
MEADVILLE,PA,ACTIVE,BUILDING,0,LEASED
LANCASTER,PA,ACTIVE,BUILDING,0,LEASED
ALLENTOWN,PA,ACTIVE,BUILDING,63,LEASED
MONROEVILLE,PA,ACTIVE,BUILDING,0,LEASED
PITTSBURGH,PA,ACTIVE,BUILDING,69,LEASED
LANCASTER,PA,ACTIVE,BUILDING,45,LEASED
ALTOONA,PA,ACTIVE,BUILDING,0,LEASED
PHILADELPHIA,PA,ACTIVE,BUILDING,0,LEASED
MARTINSBURG,PA,ACTIVE,BUILDING,15,LEASED
KING OF PRUSSIA,PA,ACTIVE,BUILDING,5,LEASED
LATROBE,PA,ACTIVE,BUILDING,0,LEASED
STATE COLLEGE,PA,ACTIVE,BUILDING,0,LEASED
JOHNSTOWN,PA,ACTIVE,BUILDING,0,LEASED
LEWIS RUN,PA,ACTIVE,BUILDING,0,LEASED
REYNOLDSVILLE,PA,ACTIVE,BUILDING,0,LEASED
FRANKLIN,PA,ACTIVE,BUILDING,0,LEASED
AVOCA,PA,ACTIVE,BUILDING,0,LEASED
MOON,PA,ACTIVE,BUILDING,0,LEASED
ALLENTOWN,PA,ACTIVE,BUILDING,0,LEASED
ERIE,PA,ACTIVE,BUILDING,0,LEASED
LITITZ,PA,ACTIVE,BUILDING,0,LEASED
MIDDLETOWN,PA,ACTIVE,BUILDING,0,LEASED
MONTOURSVILLE,PA,ACTIVE,BUILDING,0,LEASED
PHILADELPHIA,PA,ACTIVE,BUILDING,5,LEASED
EASTON,PA,ACTIVE,BUILDING,0,LEASED
DUNCANSVILLE,PA,ACTIVE,BUILDING,1,LEASED
CRANBERRY,PA,ACTIVE,BUILDING,40,LEASED
LANCASTER,PA,ACTIVE,BUILDING,35,LEASED
ERIE,PA,ACTIVE,BUILDING,0,OWNED
SOMERSET,PA,ACTIVE,BUILDING,0,LEASED
PITTSBURGH,PA,ACTIVE,BUILDING,2,LEASED
MEDIA,PA,ACTIVE,BUILDING,0,LEASED
ALLENTOWN,PA,ACTIVE,BUILDING,0,LEASED
NEW CASTLE,PA,ACTIVE,BUILDING,0,LEASED
CARLISLE,PA,ACTIVE,BUILDING,0,LEASED
ERIE,PA,ACTIVE,BUILDING,4,LEASED
PHILADELPHIA,PA,ACTIVE,STRUCTURE,273,LEASED
CRUM LYNNE,PA,ACTIVE,BUILDING,0,LEASED
PITTSBURGH,PA,ACTIVE,BUILDING,6,LEASED
BOOTHWYN,PA,ACTIVE,BUILDING,0,LEASED
PITTSBURGH,PA,ACTIVE,BUILDING,14,LEASED
PHILADELPHIA,PA,ACTIVE,BUILDING,0,LEASED
PITTSBURGH,PA,ACTIVE,BUILDING,19,LEASED
WEST CHESTER,PA,ACTIVE,BUILDING,0,LEASED
RADNOR,PA,ACTIVE,BUILDING,0,LEASED
POTTSVILLE,PA,ACTIVE,BUILDING,0,LEASED
PHILADELPHIA,PA,ACTIVE,STRUCTURE,60,LEASED
EXTON,PA,ACTIVE,BUILDING,7,LEASED
HARRISBURG,PA,ACTIVE,BUILDING,38,LEASED
MCKEES ROCKS,PA,ACTIVE,BUILDING,88,LEASED
LORDS VALLEY,PA,ACTIVE,BUILDING,0,LEASED
ERIE,PA,ACTIVE,BUILDING,4,LEASED
DU BOIS,PA,ACTIVE,BUILDING,48,LEASED
PHILADELPHIA,PA,ACTIVE,BUILDING,1200,LEASED
SEVEN FIELDS,PA,ACTIVE,BUILDING,69,LEASED
WASHINGTON,PA,ACTIVE,BUILDING,0,LEASED
LESTER,PA,ACTIVE,BUILDING,0,LEASED
PHILADELPHIA,PA,ACTIVE,BUILDING,0,LEASED
KING OF PRUSSIA,PA,ACTIVE,BUILDING,0,LEASED
SLIPPERY ROCK,PA,ACTIVE,BUILDING,0,LEASED
PITTSBURGH,PA,ACTIVE,BUILDING,25,LEASED
SELINSGROVE,PA,ACTIVE,BUILDING,0,LEASED
EAST STROUDSBURG,PA,ACTIVE,BUILDING,0,LEASED
ESSINGTON,PA,ACTIVE,BUILDING,40,LEASED
BELLE VERNON,PA,ACTIVE,BUILDING,0,LEASED
ALTOONA,PA,ACTIVE,BUILDING,0,LEASED
SLIPPERY ROCK,PA,ACTIVE,BUILDING,175,LEASED
LINWOOD,PA,ACTIVE,BUILDING,0,LEASED
MOUNT PLEASANT,PA,ACTIVE,BUILDING,16,LEASED
LEWISTOWN,PA,ACTIVE,BUILDING,20,LEASED
HARRISBURG,PA,ACTIVE,BUILDING,0,LEASED
FAIRVIEW,PA,ACTIVE,BUILDING,74,LEASED
CLEARFIELD,PA,ACTIVE,BUILDING,11,LEASED
BUTLER,PA,ACTIVE,BUILDING,0,LEASED
JOHNSTOWN,PA,ACTIVE,BUILDING,0,LEASED
MARIETTA,PA,EXCESS,BUILDING,0,OWNED
NORRISTOWN,PA,ACTIVE,BUILDING,0,LEASED
HARRISBURG,PA,ACTIVE,BUILDING,0,LEASED
